level_0,index,Label,brand,name,price,ingredients,Combination,Dry,Normal,Oily,X,Y
53,54,soap_Oily,YUNI,SHOWER SHEETS Large Body Wipes,['15'],"-Neem Extract: Naturally antibacterial.
-Peppermint: Refreshes.
-Citrus: Energizes.

Water Saccharomyces Ferment Filtrate Glycerin Pyrus Malus (Apple) Fruit Extract Polyglyceryl-4 Caprate Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Oil Mentha Arvensis Leaf Oil Mentha Piperita (Peppermint) Oil Lavandula Angustifolia (Lavender) Oil Citrus Aurantium Bergamia (Bergamot) Fruit Oil Citrus Limon (Lemon) Peel Oil Rosmarinus Officinalis (Rosemary) Leaf Oil Mentha Viridis (Spearmint) Leaf Oil Citrus Aurantium Dulcis (Orange) Peel Oil Ormenis Multicaulis Oil Salvia Sclarea (Clary Sage) Oil Melia Azadirachta Leaf Extract Aloe Barbadensis Leaf Extract Chamomilla Recutita (Matricaria) Flower Extract Cucumis Sativus (Cucumber) Fruit Extract Panax Ginseng Root Extract Camellia Sinensis (Green Tea) Leaf Extract Camellia Sinensis (White Tea) Leaf Extract Decyl Glucoside Citric Acid Gluconic Acid Tetrasodium Glutamate Diacetate Potassium Sorbate Sodium Benzoate.",1,1,1,1,136.23805,10.2331295
67,69,soap_Oily,L'OCCITANE,Shea Shower Oil,['25'],"-Lipid-Rich Shea Oil.

Tipa-Laureth Sulfate, Vitis Vinifera (Grape) Seed Oil, Laureth-3, Butyrospermum Parkii (Shea) Butter, Caprylic/Capric Triglyceride, Cocamide Mea, Propylene Glycol, Sorbitan Oleate, Fragrance, Hippophae Rhamnoides Oil, Helianthus Annuus (Sunflower) Seed Oil, Water, Alcohol, Tocopherol, Alpha-Isomethyl Ionone, Linalool, Benzyl Salicylate, Citronellol, Coumarin, Limonene, Geraniol.",1,1,1,1,89.96606,50.919044
78,81,soap_Oily,REN CLEAN SKINCARE,Atlantic Kelp and Magnesium Anti-Fatigue Body Wash - 100% Recycled Plastic,['28'],"-Atlantic Kelp Extract: Boosts skin's vitality.
-Magnesium: Boosts skin's luminosity.
-Plankton Extract: De-stresses and protects skin.

Aqua (Water), Cocamidopropyl Betaine, Disodium Cocoamphodiacetate, Lauryl Glucoside, Decyl Glucoside, Sodium Chloride, Glycerin, Glyceryl Laurate, Inulin, Magnesium PCA, Rosmarinus Officinalis (Rosemary) Leaf Oil, Pelargonium Graveolens (Geranium) Oil, Salvia Sclarea (Clary Sage) Extract, Coconut Acid, Cupressus Sempervirens (Cypress) Leaf/Stem Extract, Panthenol, Parfum* (Fragrance), Sodium Benzoate, Potassium Sorbate, Laminaria Digitata Extract, Citric Acid, Sucrose, Sodium Levulinate, Plankton Extract, Lecithin, Citronellol, Geraniol, Limonene, Linalool*. 100% Natural Fragrance - Parfum 100% Naturel.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1,1,1,1,-57.197613,-46.06644
80,83,soap_Oily,JACK BLACK,Charcoal Body Bar Massaging Soap,['15'],"-Charcoal: Deodorizes skin and removes buildup by drawing it to the surface of the skin.
-Glycerin: Draws moisture from the air and helps keep that moisture in skin.
-Jojoba Beads: Exfoliate skin to remove dead skin cells and smooth skin.
-Seaweed Extract: Features anti-inflammatory properties to soothe skin and reduce irritation.

Sodium Palmate*, Sodium Cocoate, Water, Glycerin, Fragrance, Jojoba Esters, Saccharomyces Ferment, Carbon, Hypnea Musciformis Extract, Gelidiella Acerosa Extract, Sargassum Filipendula Extract, Sodium Chloride, Sodium Gluconate, Sorbitol, Iron Oxides (CI 77499), Pentasodium Pentetate, Tetrasodium Etidronate, Phenoxyethanol, Ethylhexylglycerin, Benzyl Benzoate, Benzyl, Salicylate, Citral, Citronellal, Coumarin, Eugenol, Hexyl Cinnamal, Limonene, Linalool.

*From Rainforest Alliance Certified™ farms.",1,1,1,1,-17.774431,88.81082
82,85,soap_Oily,DR. BRANDT SKINCARE,Microdermabrasion Body,['44'],"-Aluminum Oxide Crystals: Professional-grade crystals perfectly adapted for the body’s skin that polish and remove dead skin cells.
-Aloe Butter: A natural blend of aloe vera extract and coconut oil that quickly melts on contact, leaving skin feeling extremely soothed and moisturized.
-Chamomile Extract and Sunflower Oil Botanical Blend: Chamomile extract soothes and calms irritated skin while sunflower oil, rich in fatty acids, replenishes and softens.

Ethylhexyl Palmitate, Alumina, Glycerin, Caprylic/Capric Triglyceride, Water/Aqua/Eau, Sucrose Laurate, Sucrose Stearate, Sucrose Palmitate, Tocopheryl Acetate, Mentha Piperita (Peppermint) Oil, Helianthus Annuus (Sunflower) Seed Oil, Cocos Nucifera (Coconut) Oil, Aloe Barbadensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract.",0,0,0,1,-124.021736,84.88962
84,87,soap_Oily,L'OCCITANE,Shower Shake,['25'],"-Almond Oil and Almond Milk: Nourish and hydrate.

Water, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Glycerin, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Parfum/Fragrance, Sucrose Laurate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Helianthus Annuus (Sunflower) Seed Oil, Alcohol, Citric Acid, Peg-120 Methyl Glucose Trioleate, Tocopherol, Caramel, Propanediol, Hydrogenated Lecithin, Denatonium Benzoate, Sodium Benzoate, Limonene, Coumarin, Ci 19140/Yellow 5.",0,0,0,1,-9.054571,-76.34417
93,96,soap_Oily,PETER THOMAS ROTH,Hand Sanitizer Alcohol Antiseptic 80% Topical Solution,['16'],"-Alcohol 80%: Acts as an antiseptic.

Active Ingredient: Alcohol 80% V/V (Antiseptic), Inactive Ingredients: Glycerin, Hydrogen Peroxide, Purified Water USP.",0,0,0,1,35.58653,75.64101
110,113,soap_Oily,SEPHORA COLLECTION,Sugar Body Scrub,['17'],"-Grape Seed Oil: Supports skin and acts as an emollient with fatty acids and polyphenols.
-Apricot Kernel Oil: Fights free radicals, protects, and nourishes and revitalizing properties.
-Brown sugar: Exfoliates without irritating skin.
-Vitamin E: Offers antioxidant protection.

Saccharum Officinarum (Sugar Cane) Extract, Paraffinum Liquidum (Mineral Oil), Silica, PEG-40 Hydrogenated Castor Oil, Trihydroxystearin, Fragrance, Tocopherol, Prunus Armeniaca (Apricot) Kernel Oil, Vitis Vinifera (Grape) Seed Oil, Limonene, Citral, Benzotriazolyl Dodecyl P-Cresol.",1,1,1,1,-128.41292,15.22507
113,116,soap_Oily,SEPHORA COLLECTION,Fizzing Bath Star Mini - Surprise Flowers,['2'],"Sodium Bicarbonate, Citric Acid, CI 77891 (Titanium Dioxide), Monosodium Citrate, PEG-150, Sucrose, Maltodextrin, Talc, Fragrance, Hydrated Silica, Linalool, Eugenol, Citral, Cinnamyl Alcohol, Isoeugenol, Limonene, Geraniol.",0,0,0,1,33.77362,19.83825
124,127,moisturizers_Combination,JOSIE MARAN,Whipped Argan Oil Body Butter,['36'],"-100 Percent Pure Argan Oil: Nature's richest source of essential fatty acids to address the loss of firmness and richly nourish the skin.
-Shea Butter: Hydrates and moisturizes the skin.
-Avocado Oil: Helps address damaged and dry skin.
-White Tea Extract: Contributes antioxidant properties to protect the skin.

Water** (and) Aloe Barbadensis (Aloe Vera) Leaf Juice*, Argania Spinosa (Argan) Kernel Oil*, Caprylic/Capric Triglyceride**, Coco-Caprylate/Caprate**, Butyrospermum Parkii (Shea Butter)**, Glycerin**, Helianthus Annuus (Sunflower) Seed Oil**, Glyceryl Stearate**, Hydroxyethyl Acrylate/Sodium Acryloyl Dimethyl Taurate Copolymer**, Squalane**, Polysorbate-60**, Ethylhexylglycerin**, Helianthus Annuus (Hybrid Sunflower) Oil**, Tocopherol, Pyrus Malus (Apple) Fruit Extract**, Jasminum Officinale (Jasmine) Extract**, Dipteryx Odorata (Tonka) Seed Extract** Pyrus Communis (Pear) Fruit Extract**, Ananas Sativus (Pineapple) Fruit Extract**, Vanilla Planifolia (Vanilla Bean) Fruit Extract**, Cetearyl Glucoside, Cetearyl Alcohol**, Persea Gratissima (Avocado) Oil**, Symphytum Officinale (Comfrey) Leaf Extract**, Camellia Sinensis (White Tea) Leaf Extract**, Camellia Sinensis (Green Tea) Leaf Extract**, Allantoin**, Panthenol**, Helianthus Annuus (Sunflower) Seed Extract**, Beta Carotene**.

**Natural ingredients.",1,1,1,1,128.08575,30.536444
137,140,moisturizers_Combination,PATRICK TA,Major Glow Body Oil,['52'],"-Stabilized Vitamin C: Absorbs into the skin and supports a more youthful appearance.
-Vitamin E & Magnolia Bark Extract: Defend the skin from free radical damage, and help the skin glow.
-Olive Oil & Squalane: Moisturize, smooth the skin, and give off a healthy glow without greasiness.

Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Isohexadecan, Silica, Tocopheryl Acetate, Squalane, Tetrahexyldecyl Ascorbate, Olea Europaea (Olive) Fruit Oil, Magnolia Officinalis Bark Extract, Calcium Sodium Borosilicate, Mica, Parfum (Fragrance), Limonene, Benzyl Salicylate, Linalool, Tin Oxide. May Contain +/-: Ci 77891 (Titanium Dioxide), Ci 77491/77492 (Iron Oxides).",1,0,0,0,57.420067,-137.44577
139,142,moisturizers_Combination,SOL DE JANEIRO,Samba 2-Step Foot Fetish Care,['27'],"-Cupuaçu Butter: Full of fatty-acids, phytosterols, and polyphenols to lock in moisture and help restore skin’s elasticity.
-Açaí: The antioxidant powerhouse packed into one superfruit helps keep skin looking and feeling young.
-Coconut Oil: Melts easily into skin to soften, condition, and moisturize.

Water, Glycerin, Butyrospermum Parkii (Shea Butter), Cetearyl Alcoho, Sorbitan Stearate, Theobroma Grandiflorum (Cupuaçu) Seed Butter, Cocos Nucifera (Coconut) Oil, Euterpe Oleracea (AçaÍ) Oi, Dimethicone, Tocopheryl Acetate, Aminomethyl propanol, Phenoxyethanol, Caprylyl Glycol, Disodium EDTA, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caramel, Fragrance.",1,1,1,1,237.50557,-24.511982
147,150,moisturizers_Combination,REN CLEAN SKINCARE,AHA Smart Renewal Body Serum,['42'],"-Lactic Acid: A natural L(+) lactic acid produced by fermentation from sugar; an excellent exfoliator, it hydrates, increases the natural barrier of lipids in the outer layer of skin, and lightens and brightens the look of skin for those with discoloration.
-Probiotic Extract: Skin renewal is accelerated, promoting skin health; promotes the shedding of dead cells.
-Xylitol: Increases reserves and circulation of water; reinforces the skin barrier, reducing dehydration.

Water, Butyrospermum Parkii (Shea) Butter, Lactic Acid, Sodium Lactate, Lactococcus Ferment Lysate, Lysolecithin, Sclerotium Gum, Xylitylglucoside, Xanthan Gum, Anhydroxylitol, Pullulan, Parfum* (Fragrance), Mannitol, Xylitol, Sodium Benzoate, Citrus Aurantium Dulcis (Orange) Flower Oil, Citrus Grandis (Grapefruit) Peel Oil, Citrus Nobilis (Mandarin) Peel Oil, Citrus Tangerina (Tangerine) Peel Oil, Tocopheryl Acetate, Potassium Sorbate, Faex (Yeast) Extract, Glucose, Silica, Sodium Chloride, Glycogen, Magnesium Ascorbyl Phosphate, Citric Acid, Citral, Limonene, Linalool. *100% Natural Fragrance.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1,1,1,1,-232.96301,-81.58073
150,153,moisturizers_Combination,SOL DE JANEIRO,Açaí Body Power Cream,['45'],"-Açaí: Helps keep skin looking and feeling young with antioxidants.
-Cupuaçu Butter: Locks in moisture with fatty-acids, phytosterols, and polyphenols.
-Coconut Oil: Melts easily into skin to soften, condition, and moisturize.

Water, Dodecane,Methyl Glucose Sesquistearate,Phenyl Trimethicone,Caprylic/Capric Triglyceride,Cetearyl Alcohol,Glycerin, Cetyl Alcohol,Euterpe Oleracea (AçAí) Fruit Oil, Theobroma Grandifolium (CupuaçU) Seed Butter, Cocos Nucifera (Coconut) Oil, Bertholletia Excelsa (Brazil Nut) Seed Oil, Ilex Guayusa Leaf Extract, Sodium Hyaluronate, Glyceryl Stearate Citrate, Glyceryl Caprylate, Sodium Stearoyl Glutamate, Sodium Phytate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Polysorbate 60, Xanthan Gum, Phenoxyethanol, Ethylhexylglycerin, Titanium Dioxide, Mica, Fragrance, Anise Alcohol, Butylphenyl Methylpropional (Lilial), Citral, Citronellol, Eugenol, Geraniol, Limonene, Linalool, CI 77491.",1,1,1,1,91.2399,124.54571
152,155,moisturizers_Combination,KOPARI,Coconut Melt,['28'],"Cocos Nucifera (Coconut) Oil*.

*Organic",1,1,1,1,141.64578,-72.76588
158,161,moisturizers_Combination,TATCHA,Gold Camellia Beauty Oil,['95'],"-Japanese Camellia Oil (Tsubaki): Seals in moisture and nourishes with of Vitamins A, B, D and E and nourishing Omegas 3, 6, and 9; this featherweight botanical oil is richer in oleic acid than olive oil.
-Rice Bran Oil, Macadamia Nut Oil, and Squalane: Provide antioxidant protection and are blended together with camellia oil to make it a perfect match for all skin types.

Caprylic/Capric Triglyceride, Camellia Japonica Seed Oil, Isostearyl Isostearate, Squalane (Olive Origin), Dicaprylyl Ether, Propanediol Dicaprylate/Caprate, Fragrance (Natural), Stearyl Glycyrrhetinate (Licorice Extract), Camellia Sinensis (Green Tea) Leaf Extract, Gold, Oryza Sativa (Rice) Germ Oil, Oryzanol (Rice Bran Oil Extract), Phytosteryl Macadamiate (Macadamia), Inositol (Rice Extract), Algae Extract, Water, Tocopherol, Glycerin, Polyglyceryl-10 Pentaisostearate, Dimer Dilinoleyl Dimer Dilinoleate, Alcohol.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1,1,1,1,-259.21545,38.729782
162,165,moisturizers_Combination,SEPHORA COLLECTION,Hand Balm & Scrub,['5'],"As Sephora’s own brand, we flex our extensive industry knowledge to create paycheck-friendly products that perform on par with more spendy ones. So whether you’re looking for a ride-or-die eyeliner or a clean skincare routine that doesn’t require a small investment, rest assured: Sephora Collection will wow you and your wallet.",1,1,1,1,166.21912,-179.00357
165,168,moisturizers_Combination,CAUDALIE,Hand and Nail Cream,['15'],"Born in Bordeaux, powered by antioxidant rich grapes, Caudalie is committed to creating the most effective, clean, natural, and sustainable skincare. The brand partners with Harvard Medical School to develop exclusive patents and highly effective formulas that are safe for the skin and the environment. Caudalie is the largest beauty contributor to 1% for the Planet and gives back 1% of its global sales towards reforestation.",1,1,1,1,-193.63509,140.21793
166,169,moisturizers_Combination,SOL DE JANEIRO,Brazilian Touch Hand Cream,['15'],"-Brazil Nut: Helps fuel protein enzymes and prevent cell damage to help support healthy nails.
-Brazilian Beauty Blend: Powered by a blend of extraordinarily nourishing cupuaçu butter, the antioxidant powerhouse açaí, and super conditioning coconut oil for irresistible, touch-me skin.

Water, Glycerin, Tapioca Starch, Dodecane, Propanediol, Cetyl Alcohol, Sorbitan Tristearate, Glyceryl Stearate Citrate, Cetearyl Alcohol, Glyceryl Caprylate, Sodium Phytate, Alcohol, Butyrospermum Parkii (Shea) Butter, Theobroma Grandiflorum (Cupuaçu) Butter, Cocos Nucifera (Coconut/Noix de Coco) Oil, Dimethicone, Euterpe Oleracea (Açaí) Fruit Oil, Bertholletia Excelsa Seed Oil, Sodium Hyaluronate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Fragrance (Parfum), Ilex Paraguariensis (Yerba mate) Leaf Extract, Curcuma Longa (Turmeric/Curcuma) Root Extract, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Melia Azadirachta Bark Extract, Corallina Officinalis Extract, Moringa Oleifera Seed Oil, Ocimum Sanctum Extract, Ocimum Basilicum (Basil/Basilic) Flower/Leaf Extract, Dehydroacetic Acid, Benzyl Alcohol, Sodium Hydroxide, Benzyl Salicylate, Butylphenyl Methylpropional, Coumarin, Limonene, Annatto.",1,1,1,1,-163.50331,-188.64348
168,171,moisturizers_Combination,HERBIVORE,Jasmine Glowing Hydration Body Oil,['44'],"-Camellia Flower Oil: Increases the appearance of elasticity and gives skin luminous glow.
-Grapeseed Oil: Revitalizes the look of skin.
-Jasmine Sambac Oil: Supports skin’s natural moisture levels and natural elasticity.

Capric Triglycerides (Fractionated Coconut Oil), Prunus armeniaca (Apricot) Kernel Oil, Vitis Vinifera (Grape) Seed Oil, Camellia Oleifera (Camellia) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopherol (Vitamin E) Oil, Jasminum Sambac (Jasmine) Absolute, Citrus Bergamia (Bergamot) Essential Oil.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1,1,1,1,-124.30999,-81.58668
171,174,moisturizers_Combination,MOROCCANOIL,Body Butter,['56'],"-Argan Oil: Very rich in tocopherols (Vitamin E), essential fatty acids, and antioxidants; helps to hydrate and nourish the skin to help improve its texture and tone.
-Shea Butter: Rich in essential fatty acids that help increase moisture and support the skin’s barrier.
-Olive and Avocado Oils: Contains powerful antioxidants that help build the skin’s natural defenses and restore moisture.

Water, Octyldodecanol, C12-15 Alkyl Benzoate, Cetearyl Alcohol, Glycerin, Cetyl Alcohol, Myristyl Myristate, Glyceryl Stearate, Fragrance, Cetearyl Glucoside, Phenyl Trimethicone, Argania Spinosa (Argan) Kernel Oil, Butyrospermum Parkii (Shea) Butter, Theobroma Cacao (Cocoa) Seed Butter, Mangifera Indica (Mango) Seed Butter, Olea Europaea (Olive) Fruit Oil, Persea Gratissima (Avocado) Oil, Punica Granatum Seed Oil, Glycine Soja (Soybean) Oil, Squalane, Glucose, Ribose, Xylitylglucoside, Biosaccharide Gum-1, Tocopherol, Tocopheryl Acetate, Ascorbyl Palmitate, Allantoin, Anhydroxylitol, Xylitol, Dimethicone, BHT, Hydrogenated Polyisobutene, Ethylene/Propylene/Styrene Copolymer & Butylene/Ethylene/Styrene Copolymer, Sodium Stearoyl Glutamate, Sodium Polyacrylate, Disodium Edta, Caprylyl Glycol, Phenoxyethanol, Chlorphenesin, Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Linalool, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Eugenol.",1,1,1,1,-90.99048,99.8009
180,183,moisturizers_Combination,PATRICK TA,Mini Major Glow Body Oil,['22'],"-Stabilized Vitamin C: Absorbs into the skin and supports a more youthful appearance.
-Vitamin E & Magnolia Bark Extract: Defend the skin from free radical damage, and help the skin glow.
-Olive Oil & Squalane: Moisturize, smooth the skin, and give off a healthy glow without greasiness.

Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Isohexadecan, Silica, Tocopheryl Acetate, Squalane, Tetrahexyldecyl Ascorbate, Olea Europaea (Olive) Fruit Oil, Magnolia Officinalis Bark Extract, Calcium Sodium Borosilicate, Mica, Parfum (Fragrance), Limonene, Benzyl Salicylate, Linalool, Tin Oxide. May Contain +/-: Ci 77891 (Titanium Dioxide), Ci 77491/77492 (Iron Oxides).",1,0,0,0,-154.94153,19.164736
192,195,moisturizers_Combination,MOROCCANOIL,Dry Body Oil Mini,['29'],"-Argan Oil: Helps to hydrate and nurture the skin to help improve its texture and tone.
-Olive Oil: Moisturizes, protects, and nurtures skin.
-Avocado Oil: Penetrates the skin with powerful antioxidants, vitamins and essential fatty acids that help build skin’s natural defenses and restore moisture.

Caprylic/Capric Triglyceride, Cyclopentasiloxane, Coco-Caprylate, Argania Spinosa (Argan) Kernel Oil, Olea Europaea (Olive) Fruit Oil, Persea Gratissima (Avocado) Oil, Parfum/Fragrance, BHT, Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Eugenol, Linalool, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde.

Disclaimer: Ingredients listed may vary slightly from products received. Before use, refer to packaging for most up-to-date ingredient information and any warnings or instructions.",1,1,1,1,-105.64936,219.60309
202,205,moisturizers_Combination,L'OCCITANE,Almond Delightful Body Balm,['39'],"L'Occitane's famously luxe products are nothing short of a beauty phenomenon, loved by low-maintenance types and glamour girls alike. Created from the plants and essential oils found in Provence, a hilly region in the South of France lush with olive groves, lavender fields, and vineyards, L'Occitane's skin, body care, and fragrances are packed with natural favorites like honey, verbena, shea butter, and lavender. A master of mixing sensual formulas, while retaining the fresh-picked pungency of their ingredients, L'Occitane perfectly preserves the beauty traditions of this ripe Mediterranean land.",1,0,0,0,142.55609,214.80579
