level_0,index,Label,brand,name,price,ingredients,Combination,Dry,Normal,Oily,X,Y
209,212,moisturizers_Normal,DIOR,Hydra Life Hydration Rescue Intense Sorbet Creme,['69'],"-Mallow Butter: Nourishes and reinforces the skin barrier, supports skin’s water retention and barrier function.
-Chamomile Extract: Calms irritation.
-Haberlea: Supports the skin's natural defenses.
-Mallow: Supports natural circulation of water in the skin for improved hydration.",0,1,1,0,128.79475,112.536125
215,218,moisturizers_Normal,MOROCCANOIL,Sun Oil 15 SPF,['32'],"-Argan Oil: Extremely rich in tocopherols (Vitamin E), essential fatty acids, and antioxidants, this natural oil helps to hydrate and nourish the skin to help improve its texture and tone.
-Coconut Oil: Helps lock in moisture to help improve texture.
-Octocrylene 7%, Octinoxate 6.993%, Avobenzone 3%, Octisalate 3%: Sunscreens.

Octocrylene (7%), Octinoxate(6.993%), Avobenzone (3%), Octisalate (3%), Caprylic/Capric Triglyceride, Cocos Nucifera (Coconut) Oil, Cyclopentasiloxane, Isopropyl Myristate, Cocoglycerides, Fragrance, Argania Spinosa (Argan) Kernel Oil, Tocopheryl Acetate, Gardenia Tahitensis Flower Extract, Polybutene, Tocopherol, BHT.",1,1,1,0,-151.19211,-70.67214
246,249,moisturizers_Normal,KATE SOMERVILLE,Dry Skin Saver,['48'],"-Oat Kernel Flour: Soothes irritation and supports skin’s natural barrier function.
-Multi-functional Lipid Complex: Boosts moisture and benefits the natural lipid layer of even the most sensitive of skin.
-Botanical Blend of Blackcurrant Seed Oil and Balloon Vine Extract: Soothes skin and supports its natural barrier function.
-Wakame (Japanese Kelp): Moisturizes and boosts the appearance of firm, smooth skin as a marine phytoactive, while defending against environmental stress.
-Indigenous Australian Plant Extract: Soothes and calms the skin.

Water, Caprylic/Capric Triglyceride, Petrolatum, Glycerin, Caprylyl Caprylate/Caprate, Stearyl Alcohol, Polyglyceryl-2 Stearate, Glyceryl Stearate, Meadowfoam Estolide, Avena Sativa (Oat) Kernel Flour, Dimethicone, Squalane, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Ribes Nigrum (Black Currant) Seed Oil, Centipeda Cunninghamii Extract, Sea Whip Extract, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Undaria Pinnatifida Extract, Tocopherol, Ethyl Linoleate, Phenoxyethanol, Octyldodecanol, Xanthan Gum, Butylene Glycol, Ethylhexylglycerin, Disodium EDTA, Lecithin, BHT, Sodium Metabisulfite.",1,1,1,0,-206.21742,-176.8818
263,267,moisturizers_Normal,COOLA,Sunless Tan Dry Body Oil Mist,['46'],"Water, Propanediol, Dihydroxyacetone, *Alcohol Denat., *Glycerin, *Aloe Barbadensis Leaf Powder, Hamamelis Virginiana (Witch Hazel) Water, *Hibiscus Sabdariffa Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, *Argania Spinosa Kernel Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Ascorbyl Palmitate, Heptyl Undecylenate, Caprylic/Capric Glycerides Polyglycerin-10 Esters, Polyglyceryl-6 Caprylate, Polyglyceryl-6 Ricinoleate, Polyglyceryl-4 Caprate, Polyglyceryl-3 Cocoate, Alcohol, Caramel, Flavor, Gluconolactone, Potassium Sorbate, Sodium Benzoate. *Certified Organic.",1,1,1,1,-167.3587,31.16151
277,281,moisturizers_Normal,HERBIVORE,Citrine Glowing Hydration Body Oil,['44'],"-Rosehip Oil: Deeply moisturizes and is high in antioxidant omegas 3, 6, and 9, and trans-retinoic acid which aids in preventing the appearance of premature aging.
-Meadowfoam Oil: Forms a natural protective barrier to keep moisture and vitamins in the skin.

Jojoba Oil, Meadowfoam Oil, Rosehip Oil, Apricot Seed Oil, Capric Triglyceride, Neroli Oil, Orange Blossom Oil, Rose Absolute, Vitamin E Oil.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1,1,1,1,23.433895,-267.245
302,306,moisturizers_Normal,MILK MAKEUP,Sunshine Oil,['38'],"-Grapefruit and Tangerine Peel Oils: Loaded with vitamins to tone and plump the look of skin.
-Grape Seed Oil and Orange Peel Oil: Packed with anti-inflammatory properties; helps tone and smooth the look of skin.
-Avocado Oil: Hydrates and protects.
-Apricot Kernel Oil and Lemon Peel Oil: Moisturize and revitalize skin.

Vitis Vinifera (Grape) Seed Oil, Persea Gratissima (Avocado) Oil, Citrus Grandis (Grapefruit) Peel Oil, Citrus Tangerina (Tangerine) Peel Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Citrus Medica Limonum (Lemon) Peel Oil, Prunus Armeniaca (Apricot) Kernel Oil, Tocopheryl Acetate, Lecithin, Phenoxyethanol, Fragrance.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1,1,1,1,-74.84483,88.35147
310,314,moisturizers_Normal,HERBIVORE,Rose Quartz Illuminating Body Oil,['48'],"-Camellia Flower Oil: Provides moisture and gives skin a luminous glow.
-Orchid Extract: Smooths and conditions the look of skin; acts as a powerful antioxidant.
-Moroccan Rose Absolute Oil: Moisturizes and supports natural elasticity in the skin.

Capric Triglycerides (Fractionated Coconut Oil), Camellia Oleifera (Camellia) Seed Oil, Orchid Root Extract, Hydrogenated Soybean Oil (Non-GMO Soy Wax), Simmondsia Chinensis (Jojoba) Seed Oil, Olive Squalane, Butyrospermum Parkii (Shea) Butter, Mica, Titanium Dioxide, Cocos Nucifera (Virgin Coconut) Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Jasminum Grandiflorum (Jasmine) Floral Extract, Rosa damascena (Moroccan Rose) Absolute, Mica, Titanium Dioxicde, Iron Oxide, Euphorbia Cerifera (Candelilla) Wax.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1,1,1,1,-253.48291,-67.950905
318,322,moisturizers_Normal,MOROCCANOIL,Intense Hydrating Treatment,['38'],"-Argan Oil and Sunflower Seed Oil: Extremely rich in tocopherols (vitamin E), essential fatty acids, and antioxidants, these natural oils help to hydrate and nourish to help improve skin texture and tone.
-Chamomile Water: Rich in essential oils to help soothe and soften skin.
-Glycerin: Helps increase skin’s elasticity and provide long-lasting moisture.

Caprylic/Capric Triglyceride, Isopropyl Palmitate, Glycerin, Argania Spinosa (Argan) Kernel Oil, Helianthus Annuus (Sunflower) Seed Oil, Water, Sucrose Laurate, Parfum/Fragrance, Anthemis Nobilis Flower Water, Lavandula Angustifolia (Lavender) Oil, Tocopheryl Acetate, Citric Acid, Caramel, Potassium Sorbate, Dehydroacetic Acid, Benzyl Alcohol, Linalool, Limonene, Citronellol, Geraniol, Eugenol, Benzyl Benzoate, Benzyl Cinnamate, Citral.",1,1,1,0,169.81877,-91.60693
118,121,moisturizers_Oily,SOL DE JANEIRO,Coco Cabana Body Cream - With New Coconut Scent and Plush Moisture,['45'],"- CocoSugar Blend: A natural humectant rich in nutrients, fermented sugar draws moisture from the air when applied to the skin.
- Coconut Oil: Ultra-nurturing coconut oil softens, conditions, and moisturizes.
- Cupuaçu Butter: Heightens skin hydration, helps to support skin’s natural elasticity, and locks in moisture.

Aqua (Water/Eau), Propanediol (Fermented Sugar/Sucre Fermenté), Dodecane, Caprylic/Capric Triglyceride, Saccharide Isomerate, Citric Acid, Sodium Citrate, Parfum (Fragrance), Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cocos Nucifera (Coconut/Noix de Coco) Oil, Theobroma Grandiflorum (Cupuaçu) Seed Butter, Euterpe Oleracea (Açaí/Açaï) Fruit Oil, Zingiber Officinale (Ginger/Gingembre) Root Extract, Glycerin, Sodium Phytate, Bisabolol, Sodium Carboxymethyl Beta-Glucan, Panthenol, Sodium Hyaluronate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Phenoxyethanol, Ethylhexylglycerin, Benzyl Benzoate, Sodium Hydroxide.",0,0,0,1,33.297695,-55.871147
123,126,moisturizers_Oily,SUPERGOOP!,Glow Oil SPF 50,['38'],"-Meadowfoam Seed Oil: Rich in fatty acids and tocopherols that help fight off oxidation and water loss. Leaves the skin nourished and supple without a greasy feel.
-Marigold Extract: Soothes skin, rich in antioxidants and carotenoids to help protect against free radicals.
-Grape Seed Oil: Contains two times of vitamin E than olive oil in addition to omega-6 fatty acids, making it a skin-loving oil to nourish and protect from environmental aggressors.

Avobenzone 3%, Homosalate 10%, Octisalate 5%, Octocrylene 10%, Caprylic/Capric Triglyceride, Alcohol, Octyldodecanol, C12-15 Alkyl Benzoate, Polyester-8, Polyamide-3, Lauryl Lactate, Isodecyl Neopentanoate, Diisopropyl Sebacate, Diethylhexyl Syringylidenemalonate, Tocopherol, Glycine Soja (Soybean) Oil, Vitis Vinifera (Grape) Seed Oil, Raphanus Sativus (Radish) Seed Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Cocos Nucifera (Coconut) Oil, Butyrospermum Parkii (Shea) Butter, Argania Spinosa Kernel Oil, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Alaria Esculenta Extract, t-Butyl Alcohol, Cucumis Sativus (Cucumber) Fruit Extract, Denatonium Benzoate, Citric Acid.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,1,-46.788136,31.115417
124,127,moisturizers_Oily,JOSIE MARAN,Whipped Argan Oil Body Butter,['36'],"-100 Percent Pure Argan Oil: Nature's richest source of essential fatty acids to address the loss of firmness and richly nourish the skin.
-Shea Butter: Hydrates and moisturizes the skin.
-Avocado Oil: Helps address damaged and dry skin.
-White Tea Extract: Contributes antioxidant properties to protect the skin.

Water** (and) Aloe Barbadensis (Aloe Vera) Leaf Juice*, Argania Spinosa (Argan) Kernel Oil*, Caprylic/Capric Triglyceride**, Coco-Caprylate/Caprate**, Butyrospermum Parkii (Shea Butter)**, Glycerin**, Helianthus Annuus (Sunflower) Seed Oil**, Glyceryl Stearate**, Hydroxyethyl Acrylate/Sodium Acryloyl Dimethyl Taurate Copolymer**, Squalane**, Polysorbate-60**, Ethylhexylglycerin**, Helianthus Annuus (Hybrid Sunflower) Oil**, Tocopherol, Pyrus Malus (Apple) Fruit Extract**, Jasminum Officinale (Jasmine) Extract**, Dipteryx Odorata (Tonka) Seed Extract** Pyrus Communis (Pear) Fruit Extract**, Ananas Sativus (Pineapple) Fruit Extract**, Vanilla Planifolia (Vanilla Bean) Fruit Extract**, Cetearyl Glucoside, Cetearyl Alcohol**, Persea Gratissima (Avocado) Oil**, Symphytum Officinale (Comfrey) Leaf Extract**, Camellia Sinensis (White Tea) Leaf Extract**, Camellia Sinensis (Green Tea) Leaf Extract**, Allantoin**, Panthenol**, Helianthus Annuus (Sunflower) Seed Extract**, Beta Carotene**.

**Natural ingredients.",1,1,1,1,5.055743,-47.49891
127,130,moisturizers_Oily,KIEHL'S SINCE 1851,Crème de Corps,['30'],"-Squalane: Leaves skin feeling soft.
-Cocoa Butter: Moisturizes and lubricates skin.

Water, Squalane, Hydrogenated Polyisobutene, Glycerin, Propylene Glycol, PEG-100 Stearate, Glyceryl Stearate, Stearyl Alcohol, Myristyl Alcohol, Dimethicone, PEG-5 Pentaerythrityl Ether, PPG-5 Pentaerythrityl Ether, Sesamum Indicum Seed Oil/Sesame Seed Oil, Phenoxyethanol, Isopropyl Palmitate, Ozokerite, Benzophenone-3, Butyrospermum Parkii Butter/Shea Butter, Methylparaben, Argilla/Magnesium Aluminum Silicate, Xanthan Gum, Glycine Soja Sterols/Soybean Sterols, Sodium PCA, Propylparaben, Allantoin, Olea Europaea Oil/Olive Fruit Oil, Prunus Amygdalus Dulcis Oil/Sweet Almond Oil, Prunus Armeniaca Kernel Oil/Apricot Kernel Oil, Theobroma Cacao Seed Butter/Cocoa Seed Butter, Persea Gratissima Oil/Avocado Oil, Tocopherol, Glycine Soja Oil/Soybean Oil, BHT, Lecithin, Butylparaben, Helianthus Annuus Seed Oil/Sunflower Seed Oil, Aloe Barbadensis Leaf Juice Powder, CI 75130/Beta-Carotene, Citric Acid.",0,0,0,1,5.6581707,-21.332184
129,132,moisturizers_Oily,SOL DE JANEIRO,Bum Bum Sol Oil SPF 30,['38'],"Homosalate, Octocrylene, Octisalate Avobenzone, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cocos Nucifera (Coconut) Oil, Vitis Vinifera (Grape) Seed Oil, Neopentyl Glycol Diheptanoate, Octyldodecanol, Fragrance, Dicaprylyl Carbonate, Euterpe Oleracea (Açaí) Fruit Oil, Mica, Silica, Theobroma Grandiflorum (Cupuaçu) Seed Butter, Tin Oxide, Tocopherol, Tocopheryl Acetate, Calcium Aluminum Borosilicate, Iron Oxides, Titanium Dioxide.",0,0,0,1,31.489569,-29.651306
131,134,moisturizers_Oily,MOROCCANOIL,Night Body Serum,['62'],"-Advanced Antioxidant-rich Blend of Argan and Tsubaki Oils: Helps to firm and nurture the skin.
-Holy Basil Extract: Helps protect skin from environmental stress.
-Vitamin C Ester: Helps smooth and strengthen skin for a more radiant, youthful-looking appearance.

Dimethicone, Isononyl Isononanoate, C12-15 Alkyl Benzoate, Dimethiconol, Caprylyl Methicone, Isopropyl Palmitate, Dimethicone/Vinyl Dimethicone Crosspolymer, Argania Spinosa (Argan) Kernel Oil, Camellia Japonica Seed Oil, Tetrahexyldecyl Ascorbate, Propylene Glycol Caprylate, Ocimum Sanctum (Basil) Leaf Extract, Parfum/Fragrance, Palmitic Acid, Dimethylmethoxy Chromanol, Benzoic Acid.",0,0,0,1,14.393922,-38.763203
132,135,moisturizers_Oily,MAELYS COSMETICS,B-Tight Lift & Firm Booty Mask,['49'],"-Pink Pepperslim: Accelerates the breakdown of fat cells.
-Guarana Plant Extract: Provides smoother skin.
-Eco Slim: Helps breakdown dietary fat.

Water, Cetyl Alcohol, C12-15 Alkyl Benzoate, Kaolin, Glyceryl Stearate Citrate, Pvp, Sodium Benzoate, Polyacrylate Crosspolymer-6, Glycerin, Vanillyl Butyl Ether, Ci 16035, Caprylyl Glycol, Chlorphenesin, Disodium Edta, Schinus Terebinthifolius Seed Extract, Sodium Hyaluronate, Caffeine, Lecithin, Coffea Arabica Leaf/Seed Extract, Hydrolyzed Collagen, Hydrolyzed Elastin, Phenoxyethanol, Caprylyl Glycol, Fragrance, Butylphenyl Methylpropional, Limonene, Hexyl Cinnamal, Benzyl Salicylate, Glycerin, Paullinia Cupana Seed Extract, Water, Butylene Glycol, Xanthan Gum.",0,0,0,1,43.565155,-54.17348
134,137,moisturizers_Oily,DRUNK ELEPHANT,Sili™ Body Lotion,['20'],"-Marula Butter: A super-pure concentrated butter derived from marula oil, rich in antioxidant polyphenols, lipids, and fatty acids, that deeply moisturizes skin and provides powerful barrier protection.
-Shea Butter: A concentrated butter derived from the shea fruit; shea butter has a complex triglyceride composition that gives its characteristic rich, emollient properties and skin-barrier protection.
-Marula Oil: Super-absorbable oil, high in critical antioxidants and omegas 6 and 9, helps moisturize, nourish, and rejuvenate skin for a youthful-looking glow.

Water/Aqua/Eau, Squalane, Glycerin, Cetearyl Alcohol, Coconut Alkanes, Cetearyl Olivate, Sorbitan Olivate, Pentylene Glycol, Sclerocarya Birrea Seed Butter, Butyrospermum Parkii (Shea) Butter, Sclerocarya Birrea Seed Oil, Aloe Barbadensis Leaf Juice, Adansonia Digitata Seed Oil, Schinziophyton Rautanenii Kernel Oil, Coco-Caprylate/Caprate, Helianthus Annuus (Sunflower) Seed Oil, Citrullus Lanatus (Watermelon) Seed Oil, Cocos Nucifera (Coconut) Oil, Caprylic/Capric Triglyceride, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Moringa Oleifera Seed Oil, Terminalia Ferdinandiana Fruit Extract, Plukenetia Volubilis Seed Oil, Sodium PCA, Panthenol, Sodium Hyaluronate Crosspolymer, Allantoin, Sodium Lactate, PCA, Alanine, Arginine, Glycine, Histidine, Isoleucine, Phenylalanine, Proline, Serine, Threonine, Valine, Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract, Behenic Acid, Aspartic Acid, Adansonia Digitata Seed Extract, Beta-Carotene, Musa Sapientum (Banana) Pulp Extract, Ascorbyl Palmitate, Linoleic Acid, Linolenic Acid, Ceramide NS, Ceramide AP, Ceramide EOP, Ceramide NP, Ceramide EOS, Cholesterol, Mangifera Indica (Mango) Pulp Extract, Caprooyl Phytosphingosine, Caprooyl Sphingosine, Zea Mays (Corn) Oil, Sorbitan Isostearate, Ceteareth-25, Tocopherol, Citric Acid, Cetyl Alcohol, Polysorbate 60, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Ethylhexylglycerin.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,1,-14.155851,8.093072
139,142,moisturizers_Oily,SOL DE JANEIRO,Samba 2-Step Foot Fetish Care,['27'],"-Cupuaçu Butter: Full of fatty-acids, phytosterols, and polyphenols to lock in moisture and help restore skin’s elasticity.
-Açaí: The antioxidant powerhouse packed into one superfruit helps keep skin looking and feeling young.
-Coconut Oil: Melts easily into skin to soften, condition, and moisturize.

Water, Glycerin, Butyrospermum Parkii (Shea Butter), Cetearyl Alcoho, Sorbitan Stearate, Theobroma Grandiflorum (Cupuaçu) Seed Butter, Cocos Nucifera (Coconut) Oil, Euterpe Oleracea (AçaÍ) Oi, Dimethicone, Tocopheryl Acetate, Aminomethyl propanol, Phenoxyethanol, Caprylyl Glycol, Disodium EDTA, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caramel, Fragrance.",1,1,1,1,37.70966,-36.952007
140,143,moisturizers_Oily,BIOSSANCE,100% Sugarcane Squalane Oil,['32'],"-100% Sugarcane-Derived Squalane: Hydrates, soothes redness, maintains hydration, and leaves the skin feeling exceptionally soft.

100% Squalane Oil.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,1,-24.4386,32.837776
