index,Label,brand,name,price,ingredients,Combination,Dry,Normal,Oily,X,Y,dist
377,SPF_Oily,SHISEIDO,Clear Stick UV Protector WetForce Broad Spectrum Sunscreen SPF 50+,['28'],"-Soy Lecithin: Is known to help minimize the appearance wrinkles.
-Oil-Soluble Licorice Extract: Known to help prevent the appearance of dark spots.
-Avobenzone 2.5%, Homosalate 10.0%, Octinoxate 4.9%, Octisalate 5.0%, Octocrylene 5.0%, Oxybenzone 3.0%: Sunscreens.

Diphenylsiloxy Phenyl Trimethicone, Triethylhexanoin, Mineral Oil, Hydroxystearic Acid, Dibutyl Lauroyl Glutamide, Polyamide-8, Peg/Ppg-14/7 Dimethyl Ether, Lecithin, Glycyrrhiza Glabra (Licorice) Root Extract, Ppg-17, Silica Dimethyl Silylate, BHT, Tocopherol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Fragrance.",1,1,1,1,99.54046,-10.468208,149.53300957944717
458,SPF_Oily,TAN-LUXE,Wonder Oil Illuminating Self-Tan Oil,['68'],"-Super Sculpt Active (Commiphora Mukul Resin Extract &Coleus Forskohlii Root Extract): Rejuvenate and sculpt, leaving skin looking firmer and smoother.
-Caffeine: Improves skin's appearance whilst reducing inflammation, stimulates blood flow, which can aid collagen production.
-Raspberry Seed Oil: Rich in essential fatty acids, with anti-inflammatory and antioxidant properties; gives the signature Tan-Luxe fragrance.
-Marula Oil: Full of nutrients, antioxidants, vitamins, and omegas 6 and 9 that deliver nutrition, moisture, and luminosity; helps support cellular activity and repair skin.

Isopropyl Myristate, PEG-7 Glyceryl Cocoate, PEG-8 Caprylic/Capric Glycerides, Water, Dihydroxyacetone, Octyldodeceth-25, Caprylic/Capric Triglyceride, Argania Spinosa Kernel Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Aleurites Moluccana Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Rubus Idaeus (Raspberry) Seed Oil, Sclerocarya Birrea Seed Oil, Aloe Barbadensis (Aloe) Leaf Juice, Glycerin, Tocopheryl Acetate (Vitamin E Acetate), Commiphora Mukul Resin Extract, Coleus Forskohlii Root Extract, Dipropylene Glycol, Lecithin, Caffeine, Palmitoyl Carnitine, Benzophenone-3, Fragrance, Limonene, Geraniol, Hexyl Cinnamal, Benzyl Salicylate, Butylphenyl Methylpropional, Alpha-isomethyl Ionone, CI 47000 (D&C Yellow No.11), CI 45410 (D&C Red No.28).",1,1,1,1,221.7943,-129.74528999999998,152.0111410154375
364,SPF_Oily,TAN-LUXE,THE FACE Illuminating Self-Tan Drops,['49'],"-Raspberry Seed Oil: Moisturizes and conditions.
-Aloe Vera: Hydrates.
-Eco-Cert Organic DHA Tanning Active: Provides a natural looking tan.

Water, Dihydroxyacetone, Alcohol Denat, (SD Alcohol 40-B), Glycerin, Erythulose, Rubus Idaeus (Raspberry) Seed Oil, Aloe Barbadensis (Aloe) Leaf Juice, Hydrolyzed Silk, Caramel, Tocopheryl Acetate (Vitmain E Acetate), Xanthan Gum, Polysorbate 80, Parfum (Fragrance), Limonene, Geraniol, Hexyl Cinnamal, Benzyl Salicylate, Butylphenyl Methylpropional, Sodium Hydroxide, Benzoic Acid, Dehydroacetic Acid, Phenoxyethanol.",1,1,1,1,74.789925,26.749763,159.65545809129657
407,SPF_Oily,COOLA,ER+ Radical Recovery After-Sun Lotion,['32'],"Water, Helianthus Annuus (Sunflower) Seed Oil*, Aloe Barbadensis (Aloe Vera) Leaf Juice*, Cetearyl Alcohol, Glycerin, Caprylic/Capric Triglyceride, Cetearyl Glucoside, Saccharomyces/Agave Americana Leaf Ferment Filtrate*, Cetyl Palmitate, Lavandula Angustifolia (Lavender) Flower Oil*, Citrus Sinensis (Sweet Orange) Peel Oil, Citrus Reticulata (Mandarin Red) Peel Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Cedrus Atlantica (Cedar) Wood Oil, Xanthan Gum, Rosmarinus Officinalis (Rosemary) Leaf Extract*, Dehydroacetic Acid, Benzyl Alcohol. *Certified Organic.",1,1,1,1,-15.008035999999999,122.57953,164.3290929521577
357,SPF_Oily,SHISEIDO,Urban Environment Oil-Free UV Protector Broad Spectrum Face Sunscreen SPF 42,['35'],"-Paeonia Albiflora Root Extract: Helps reduce the look of visible pores.
-Scutellaria Baicalensis Extract: Helps promote the appearance of youthful-looking skin.
-Octinoxate 4.9%, Octocrylene 3%, and Zinc Oxide 12.5%: Sunscreen.

Water, Dimethicone, Isododecane, Sd Alcohol 40-B, Dipropylene Glycol, Ethylhexyl Palmitate, Peg-10 Dimethicone, Glycerin, Polymethylsilsesquioxane, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Polybutylene Glycol/Ppg-9/1 Copolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Xylitol, Methyl Methacrylate Crosspolymer, Thiotaurine, Scutellaria Baicalensis Root Extract, Paeonia Albiflora Root Extract, Ononis Spinosa Root Extract, Ectoin, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Hydrogen Dimethicone, Butylene Glycol, Disodium Edta, Disteardimonium Hectorite, Alumina, Bht, Triethoxycaprylylsilane, Syzygium Jambos Leaf Extract, Tocopherol, Phenoxyethanol, Benzoic Acid, Fragrance, Titanium Dioxide, Mica.",1,0,1,1,-132.78307,255.7085,175.66560104475096
443,SPF_Oily,COOLA,Sunless Tan Luminizing Body Serum,['48'],"At COOLA, we’re passionate about creating beautiful product experiences that embody a happy, healthy lifestyle. We believe that clean beauty should feel as good as it is healthy, which is why we’re on a quest to develop organic products you’ll love wearing everyday.",0,0,0,1,46.70763,81.798485,179.60885944177366
401,SPF_Oily,PERRICONE MD,Vitamin C Ester Photo-Brightening Moisturizer SPF 30,"['69', '48']","Water, Glycerin, Cyclopentasiloxane, Dimethicone, Pentylene Glycol, Ethylhexyl Methoxycrylene, Polyester-8, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Benzyl Alcohol, Aluminum Hydroxide, Stearic Acid, Diethylhexyl Syringylidenemalonate, Hydrogenated Lecithin, Isohexadecane, Bisabolol, Tetrahexyldecyl Ascorbate, Phenoxyethanol, Polysilicone-11, Polysorbate 60, Caprylic/Capric Triglyceride, Sodium Benzoate. Potassium Sorbate, Xanthan Gum, Hydrogenated Phosphatidylcholine, Thioctic Acid, Astaxanthin.",0,0,0,1,-41.974415,180.74107,186.64158663940785
425,SPF_Oily,TAN-LUXE,THE WATER Hydrating Self-Tan Water,['47'],"-Eco-Cert Organic DHA tanning active: Provides a natural-looking tan.
-Vitamins B, C, and E: Visibly nourish and illuminate.
-Raspberry Seed Oil: Moisturizes and conditions.
-Aloe Vera: Soothes.

Water, Propylene Glycol, Dihydroxyacetone, Glycerin, Ethoxydiglycol, Aloe Barbadensis Leaf Juice, Erythrulose, Ascorbic Acid, Tocopheryl Acetate (Vitamin E Acetate), Rubus Idaeus (Raspberry) Seed Oil, Hydrolyzed Silk, Lecithin, Caffeine, Palmitoyl Carnitine, PEG-40 Hydrogenated Castor Oil, Glycereth-26, Panthenol, Fragrance, Limonene, Geraniol, Hexyl Cinnamal, Linalool, Hydroxycitronellal, Benzoic Acid, Phenoxyethanol, Triethylene Glycol.",1,1,1,1,180.8877,-36.58578,190.32766199467275
359,SPF_Oily,LAURA MERCIER,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,['46'],"Laura Mercier, pioneer of the “Flawless Face,” is a world-renowned makeup artist and the innovative force behind the eponymous brand’s iconic products and luxe artistry techniques. She continues to make artistry effortless through her intuitive approach to beauty and philosophy: “What makes you unique makes you beautiful.”",1,0,0,1,33.148952,119.92570500000001,196.02772755276905
434,SPF_Oily,TAN-LUXE,HYDRA MOUSSE Hydrating Self-Tan Mousse,['49'],"-Eco-Cert Organic DHA Tanning Active: Provides the most natural looking tan.
-Vitamins B, Cn and E: Visibly nourish and illuminate.
-Raspberry Seed Oil: Moisturizes and conditions.
-Aloe Vera: Hydrates.

Water, Dihydroxyacetone, Propylene Glycol, Glycerin, Ethoxydiglycol, Decyl Glucoside, Aloe Barbadensis (Aloe) Leaf Juice, Erythrulose, Rubus Idaeus (Raspberry) Seed Oil , Tocopheryl Acetate (Vitamin E Acetate), Hydrolyzed Silk, Lecithin, Caffeine, Palmitoyl Carnitine, Panthenol, PEG-40 Hydrogenated Castor Oil, Glycereth-26, Parfum (Fragrance), Ascorbic Acid, Phenoxyethanol, Triethylene Glycol, Citric Acid, Limonene, Geraniol, Hexyl Cinnamal, Benzyl Salicylate, Butylphenyl Methylpropional.C15",1,1,1,1,216.55069,-57.995082999999994,199.50632105511505
420,SPF_Oily,MURAD,Invisiblur™ Perfecting Shield Broad Spectrum SPF 30 PA+++,['65'],"Skincare is Healthcare
As a dermatologist and pharmacist, Dr. Murad saw his patients transform because of his industry-first products and whole-person wellness programs. Today, we continue to innovate clinically proven, cruelty-free formulas so our products, like your skin, just keep getting better.",1,1,1,1,86.22086999999999,79.93441999999999,204.2316021464866
436,SPF_Oily,ST. TROPEZ,Self Tan Purity Bronzing Water Mousse,['42'],"-Dihydroxyacetone

Water Dihydroxyacetone, Glycerin, Butylene Glycol, Decyl Glucoside, Ethoxydiglycol, Phenoxyethanol, Saccharide Isomerate, Citrus Nobilis (Mandarin Orange) Fruit Extract, Sodium Metabisulfite, Potassium Sorbate, Citric Acid, Fragrance, Linalool, Limonene, Hexyl Cinnamal, Citronellol, Hibiscus Sabdariffa Flower Extract, Sodium Citrate.",1,1,1,1,133.06793000000002,42.347187,209.84535801804586
378,SPF_Oily,LA MER,The Radiant SkinTint SPF 30,['95'],"Octinoxate 7.5%, Octisalate 2.0%, Titanium Dioxide 5.3%, Water\Aqua\Eau, Butylene Glycol, Octyldodecyl Neopentanoate, Cetyl Alcohol, Laureth-4, Ascorbyl Glucoside, Neopentyl Glycol Diheptanoate, Algae (Seaweed) Extract, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Polyethylene, Helichrysum Arenarium (Everlasting) Extract, Cucumis Sativus (Cucumber) Fruit Extract, Magnolia Officinalis Bark Extract, Peg-100 Stearate, Scutellaria Baicalensis Root Extract, Morus Nigra (Mulberry) Root Extract, Hydrogenated Lecithin, Corallina Officinalis Extract, Gelidium Cartilagineum Extract, Vitis Vinifera (Grape) Fruit Extract, Saccharomyces Lysate Extract, Mentha Viridis (Spearmint), Pelargonium Graveolens (Geranium) Flower Oil, Laminaria Saccharina Extract, Citrus Grandis (Grapefruit) Peel Oil, Laminaria Digitata Extract, Methyldihydrojasmonate, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Acetyl Hexapeptide-8, Sucrose, Glycerin, Glycyrrhetinic Acid, Caffeine, Propylene Glycol Diethylhexanoate, Lecithin, Isohexadecane, Polyglyceryl-3 Beeswax, Whey Protein\Lactis Protein\Proteine Du Petit-Lait, Dimethoxytolyl Propylresorcinol, Citrus Aurantifolia (Lime) Peel Extract, Acetyl Glucosamine, Pvp/Hexadecene Copolymer, Tourmaline, Yeast Polysaccharides, Caprylyl Glycol, Rosa Damascena (Rose) Flower Oil, Yeast Extract\Faex\Extrait De Levure, Isostearic Acid, Propylene Glycol Dicaprate, Stearic Acid, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Tromethamine, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Galactoarabinan, Nylon-12, Zeolite, Synthetic Fluorphlogopite, Tocopheryl Linoleate/Oleate, Sodium Hyaluronate, Boron Nitride, Xanthan Gum, Polysorbate 80, Silica, Aluminum Hydroxide, Alcohol Denat., Tin Oxide, Disodium Edta, Bht, Linalool, Geraniol, Citronellol, Limonene, Phenoxyethanol, [+/- Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77492), Iron Oxides (Ci 77491), Iron Oxides (Ci 77499), Mica.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",0,0,0,1,-65.06931999999999,247.0689,213.7475033910843
453,SPF_Oily,ST. TROPEZ,Purity Tanning Waters Mini Kit,['25'],"-100% Natural DHA: Acts as a customizable tanning agent.
-Hyaluronic Acid: Hydrates skin.

Self Tan Purity Bronzing Water Mousse:
Aqua (Water), Dihydroxyacetone, Glycerin, Butylene Glycol, Decyl Glucoside, Ethoxydiglycol, Phenoxyethanol, Saccharide Isomerate, Citrus Nobilis (Mandarin Orange) Fruit Extract, Sodium Metabisulfite, Potassium Sorbate, Citric Acid, Parfum (Fragrance), Linalool, Limonene, Hexyl Cinnamal, Citronellol, Hibiscus Sabdariffa Flower Extract, Sodium Citrate.

Self Tan Purity Bronzing Water Face Mist:
Aqua (Water), Dihydroxyacetone, PEG-40 Hydrogenated Castor Oil, Phenoxyethanol, Benzyl Alcohol, Glycerin, Saccharide Isomerate, Citrus Nobilis (Mandarin Orange) Fruit Extract, Sodium Metabisulfite, Parfum (Fragrance), Panthenol, Hydrolyzed Hyaluronic Acid, Linalool, Butylene Glycol, Limonene, Hexyl Cinnamal, Citronellol, Hibiscus Sabdariffa Flower Extract, Citric Acid, Sodium Citrate, Potassium Sorbate.",0,0,0,1,164.21498,19.2065,214.58084669422294
462,SPF_Oily,COOLA,Mineral Sun Silk Crème SPF 30,['42'],"15.0% Non-Nano Zinc Oxide: Broad spectrum UVA/UVB protection.
-Full Spectrum 360° Complex: A proprietary blend of supercharged antioxidants that help mitigate the skin damage from exposure to blue light, infrared, and pollution.
-Niacinamide: Helps soothe and soften skin while supporting moisture retention.

Active Ingredients: Zinc Oxide 15.0 % (Sunscreen).

Inactive Ingredients: Aloe Barbadensis Leaf Juice, Butylene Glycol, Caprylyl Glycol, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Didecyldimonium Chloride, Dimethicone, Glyceryl Caprylate, Glyceryl Stearate Citrate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Jasminum Sambac Leaf Cell Extract, Methylpropanediol, Niacinamide, PEG-7 Trimethylolpropane Coconut Ether, Polyhydroxystearic Acid, Polyisobutene, Polyquaternium-80, Propanediol, Schinus Molle Extract, Theobroma Cacao (Cocoa) Seed Extract.",0,0,0,1,5.2532062999999996,182.59708999999998,217.1559833696322
405,SPF_Oily,DIOR,Capture Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50,['82'],"-Moisturizing Agent: Plumps the skin.
-Biomimetic Mica and Soft-Focus Optical Effect Powders: Blur imperfections.
-Boosted Longoza: Restores density and radiance.
-Opilia: Reduces the appearance of pores and imperfections.",1,1,1,1,70.76244,120.992966,219.4015372489653
411,SPF_Oily,PETER THOMAS ROTH,Max Mineral Naked Broad Spectrum SPF 45 UVA/UVB Protective Lotion,['38'],"-Titanium Dioxide 1.93%
-Zinc Oxide 19.24%

Water/Aqua/Eau, Butyloctyl Salicylate, C9-12 Alkane, Carthamus Tinctorius (Safflower) Seed Oil, Dicaprylyl Carbonate, Isodecyl Neopentanoate, Cetyl Alcohol, Coco-Caprylate/Caprate, Propanediol, Ethylhexyl Olivate, Glyceryl Stearate, PEG-100 Stearate, Cetearyl Olivate, Cetearyl Phosphate, Triethoxycaprylylsilane, Phenoxyethanol, Sorbitan Olivate, Oleth-3 Phosphate, HDI/Trimethylol Hexyllactone Crosspolymer, PEG-8 Dimethicone, Alumina, Xanthan Gum, Polymethylsilsesquioxane, Polyhydroxystearic Acid, Disodium EDTA, Squalane, Gluconolactone, Isopropyl Titanium Triisostearate, Sodium Benzoate, Hydrogen Dimethicone, Potassium Sorbate, Silica, Mica, Ascorbic Acid, Octyldodecanol, Retinyl Palmitate, Sodium Propoxyhydroxypropyl Thiosulfate Silica, Tocopheryl Acetate, Diamond Powder, Iron Oxides (CI 77491, CI 77492, CI 77499).",0,0,0,1,-158.26573,355.42264,222.47020724048247
